[2026-04-26T22:27:26.556400+00:00] watchdog started poll_s=20
[2026-04-26T22:27:26.557217+00:00] heartbeat pid=94031 results=0/27 counts={}
[2026-04-26T22:27:46.578394+00:00] heartbeat pid=94031 results=0/27 counts={}
[2026-04-26T22:28:06.599638+00:00] heartbeat pid=94031 results=0/27 counts={}
[2026-04-26T22:28:26.620960+00:00] heartbeat pid=94031 results=0/27 counts={}
[2026-04-26T22:28:46.642114+00:00] heartbeat pid=94031 results=0/27 counts={}
[2026-04-26T22:29:06.662337+00:00] heartbeat pid=94031 results=0/27 counts={}
[2026-04-26T22:29:26.682263+00:00] heartbeat pid=94031 results=0/27 counts={}
[2026-04-26T22:29:46.702265+00:00] heartbeat pid=94031 results=0/27 counts={}
[2026-04-26T22:30:06.723240+00:00] heartbeat pid=94031 results=0/27 counts={}
[2026-04-26T23:59:52.476693+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:00:12.498319+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:00:32.520346+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:00:52.541998+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:01:12.563735+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:01:32.579076+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:01:52.600690+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:02:12.622311+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:02:32.643836+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:02:52.665282+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:03:12.687321+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:03:32.709084+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:03:52.730811+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:04:12.752393+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:04:32.774108+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:04:52.789628+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:05:12.793631+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:05:32.815490+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:05:52.837346+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:06:12.858959+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:06:32.880923+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:06:52.902528+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:07:12.924354+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:07:32.945927+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:07:52.967843+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:08:12.989411+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:08:33.010954+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:08:53.032816+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:09:13.054467+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:09:33.076136+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:09:53.097922+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:10:13.119468+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:10:33.141084+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:10:53.162832+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:11:13.184793+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:11:33.206728+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:11:53.228284+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:12:13.249864+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:12:33.271472+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:12:53.293371+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:13:13.315368+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:13:33.337228+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:13:53.358848+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:14:13.380461+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:14:33.402020+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:14:53.423745+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:15:13.445496+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:15:33.467359+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:15:53.488946+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:16:13.510539+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:16:33.532104+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:16:53.554045+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:17:13.575949+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:17:33.597553+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:17:53.619189+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:18:13.641054+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:18:33.662652+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:18:53.684806+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:19:13.706383+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:19:33.727963+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:19:53.749616+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:20:13.771285+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:20:33.792876+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:20:53.814734+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:21:13.836614+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:21:33.858229+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:21:53.880327+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:22:13.902404+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:22:33.923993+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:22:53.945755+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:23:13.967331+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:23:33.988887+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:23:54.010529+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:24:14.032051+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:24:34.053623+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:24:54.075154+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:25:14.096748+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:25:34.118499+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:25:54.140041+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:26:14.162187+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:26:34.184180+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:26:54.205773+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:27:14.227372+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:27:34.249185+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:27:54.270728+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:28:14.292754+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:28:34.314286+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:28:54.335826+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:29:14.357436+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:29:34.379168+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:29:54.400940+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:30:14.422852+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:30:34.444706+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:30:54.466262+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:31:14.487886+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:31:34.509834+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:31:54.531421+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:32:14.552871+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:32:34.574402+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:32:54.596280+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:33:14.617890+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:33:34.639400+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:33:54.661340+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:34:14.683000+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:34:34.704555+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:34:54.726129+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:35:14.748043+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:35:34.769996+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:35:54.791534+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:36:14.813014+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:36:34.835034+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:36:54.856516+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:37:14.878048+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:37:34.899601+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:37:54.921079+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:38:14.942995+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:38:34.964876+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:38:54.986445+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:39:15.007942+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:39:35.029440+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:39:55.051006+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:40:15.072641+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:40:35.094559+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:40:55.116446+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:41:15.138425+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:41:35.160464+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:41:55.182146+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:42:15.203693+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:42:35.225539+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:42:55.247431+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:43:15.268869+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:43:35.290714+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:43:55.312248+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:44:15.333785+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:44:35.355297+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:44:55.376817+00:00] heartbeat pid=94031 results=9/27 counts={'passed': 9}
[2026-04-27T00:45:15.398636+00:00] halting driver due to result issue: {'path': '/users/LH/inference/real_runs/medium/cpu_64/chatbot/result.json', 'run_id': 'medium_cpu64_chatbot', 'status': 'server_failed', 'validation_issues': [], 'timeout_health_check': {}}
